Date;Temperature;Humidity;CO2
2023/11/29 15:34:05;10.80;55.50;449
2023/11/29 15:34:14;10.80;55.30;416
2023/11/29 15:34:25;10.80;55.40;442
2023/11/29 15:34:34;10.80;55.90;448
2023/11/29 15:34:42;10.80;56.50;460
2023/11/29 15:34:52;10.80;57.00;449
2023/11/29 15:35:05;10.80;57.40;468
2023/11/29 15:35:13;10.70;57.90;455
2023/11/29 15:35:25;10.70;58.10;449
2023/11/29 15:35:33;10.70;58.10;460
2023/11/29 15:35:43;10.70;58.00;459
2023/11/29 15:35:56;10.70;57.90;449
2023/11/29 15:36:03;10.70;57.70;459
2023/11/29 15:36:13;10.70;57.30;463
2023/11/29 15:36:25;10.70;56.90;464
2023/11/29 15:36:35;10.70;56.70;477
2023/11/29 15:36:46;10.70;56.40;461
2023/11/29 15:36:55;10.70;56.30;448
2023/11/29 15:37:04;10.60;56.20;455
2023/11/29 15:37:14;10.60;56.20;455
2023/11/29 15:37:23;10.60;56.20;469
2023/11/29 15:37:33;10.60;56.30;460
2023/11/29 15:37:43;10.50;56.40;495
2023/11/29 15:37:53;10.50;56.60;444
