Date;Temperature;Humidity;CO2
2023/11/29 15:26:03;10.60;55.20;477
2023/11/29 15:26:10;10.60;55.30;468
2023/11/29 15:26:20;10.60;55.30;443
2023/11/29 15:26:30;10.60;55.40;451
2023/11/29 15:26:40;10.60;55.50;459
2023/11/29 15:26:52;10.60;55.50;453
2023/11/29 15:27:01;10.70;55.50;440
2023/11/29 15:27:10;10.60;55.40;447
2023/11/29 15:27:20;10.60;55.30;468
2023/11/29 15:27:30;10.60;55.20;457
2023/11/29 15:27:40;10.60;55.10;456
2023/11/29 15:27:52;10.60;55.00;466
2023/11/29 15:28:00;10.50;55.00;476
2023/11/29 15:28:11;10.50;55.20;453
2023/11/29 15:28:21;10.40;55.40;457
2023/11/29 15:28:30;10.40;55.70;463
2023/11/29 15:28:41;10.40;56.00;460
2023/11/29 15:28:51;10.40;56.10;434
2023/11/29 15:29:02;10.30;56.20;448
2023/11/29 15:29:12;10.30;56.20;456
2023/11/29 15:29:21;10.30;56.40;458
2023/11/29 15:29:32;10.30;56.60;449
2023/11/29 15:29:41;10.30;56.80;461
2023/11/29 15:29:51;10.30;57.00;473
2023/11/29 15:30:03;10.30;57.20;462
2023/11/29 15:30:12;10.30;57.30;467
2023/11/29 15:30:21;10.30;57.40;475
2023/11/29 15:30:31;10.30;57.50;463
2023/11/29 15:30:42;10.30;57.50;464
2023/11/29 15:30:54;10.30;57.50;471
2023/11/29 15:31:01;10.30;57.40;482
2023/11/29 15:31:13;10.40;57.40;490
2023/11/29 15:31:21;10.40;57.50;474
2023/11/29 15:31:32;10.40;57.70;460
2023/11/29 15:31:44;10.40;58.10;463
2023/11/29 15:31:51;10.50;58.60;456
2023/11/29 15:32:01;10.50;59.20;465
2023/11/29 15:32:14;10.50;59.20;473
2023/11/29 15:32:22;10.60;58.70;463
2023/11/29 15:32:33;10.60;57.70;481
2023/11/29 15:32:42;10.70;57.00;488
2023/11/29 15:32:54;10.70;56.60;481
2023/11/29 15:33:04;10.70;56.30;480
2023/11/29 15:33:12;10.70;56.10;477
2023/11/29 15:33:22;10.70;56.00;480
2023/11/29 15:33:35;10.80;56.00;475
2023/11/29 15:33:45;10.80;56.00;428
2023/11/29 15:33:55;10.80;55.80;445
