Date;Temperature;Humidity;CO2
2023/11/29 15:38:15;10.50;57.20;508
2023/11/29 15:38:33;10.50;57.80;504
2023/11/29 15:38:47;10.50;58.50;463
2023/11/29 15:38:54;10.50;59.10;444
2023/11/29 15:39:04;10.50;59.30;514
2023/11/29 15:39:16;10.60;59.00;500
2023/11/29 15:39:24;10.60;58.80;535
2023/11/29 15:39:34;10.60;58.90;460
2023/11/29 15:39:44;10.60;59.10;525
2023/11/29 15:39:56;10.70;59.40;489
2023/11/29 15:40:04;10.70;59.50;495
2023/11/29 15:40:15;10.70;59.30;499
2023/11/29 15:40:25;10.70;59.00;567
2023/11/29 15:40:35;10.70;58.70;472
2023/11/29 15:40:44;10.80;58.50;468
2023/11/29 15:40:56;10.80;58.30;493
2023/11/29 15:41:06;10.80;58.20;532
2023/11/29 15:41:16;10.80;57.90;462
2023/11/29 15:41:24;10.80;57.80;441
2023/11/29 15:41:35;10.80;57.60;465
2023/11/29 15:41:47;10.80;57.50;484
2023/11/29 15:41:55;10.70;57.20;452
2023/11/29 15:42:05;10.70;56.90;431
2023/11/29 15:42:15;10.70;56.90;442
2023/11/29 15:42:27;10.70;57.00;481
2023/11/29 15:42:37;10.70;57.10;455
2023/11/29 15:42:46;10.80;57.10;493
2023/11/29 15:42:56;10.80;57.00;487
2023/11/29 15:43:06;10.80;57.10;472
2023/11/29 15:43:16;10.90;57.40;514
2023/11/29 15:43:25;10.90;57.90;502
2023/11/29 15:43:35;11.00;58.20;455
2023/11/29 15:43:45;11.00;58.30;465
2023/11/29 15:43:56;11.00;58.20;463
2023/11/29 15:44:06;11.10;58.00;460
2023/11/29 15:44:16;11.10;57.80;461
2023/11/29 15:44:28;11.10;57.70;470
2023/11/29 15:44:37;11.20;57.60;476
2023/11/29 15:44:46;11.20;57.50;529
2023/11/29 15:44:58;11.20;57.20;518
2023/11/29 15:45:08;11.20;56.70;490
2023/11/29 15:45:18;11.20;56.30;451
2023/11/29 15:45:29;11.20;56.10;456
2023/11/29 15:45:36;11.20;56.20;567
2023/11/29 15:45:57;11.20;55.70;461
2023/11/29 15:45:46;11.20;56.20;491
2023/11/29 15:46:08;11.20;55.20;479
2023/11/29 15:46:18;11.10;54.90;493
2023/11/29 15:46:26;11.10;54.90;494
2023/11/29 15:46:38;11.10;54.90;503
2023/11/29 15:46:46;11.10;55.10;498
2023/11/29 15:46:58;11.10;55.30;497
2023/11/29 15:47:08;11.10;55.60;478
2023/11/29 15:47:19;11.10;55.60;497
2023/11/29 15:47:30;11.00;55.50;497
2023/11/29 15:47:37;11.00;55.30;468
2023/11/29 15:47:47;11.00;55.00;460
2023/11/29 15:48:09;11.00;54.90;498
2023/11/29 15:47:59;11.00;54.90;476
