Date;Temperature;Humidity;CO2
2023/11/29 14:48:25;11.30;54.00;468
2023/11/29 14:48:50;11.10;54.10;482
2023/11/29 14:48:58;11.00;54.70;486
2023/11/29 14:49:08;11.10;67.70;723
2023/11/29 14:49:20;11.20;67.30;642
2023/11/29 14:49:29;11.20;62.80;538
2023/11/29 14:49:41;11.20;60.10;497
2023/11/29 14:49:49;11.20;58.20;482
2023/11/29 14:50:01;11.20;56.70;473
2023/11/29 14:50:11;11.20;55.70;473
2023/11/29 14:50:19;11.20;55.20;474
2023/11/29 14:50:31;11.10;54.70;468
2023/11/29 14:50:41;11.10;54.50;476
2023/11/29 14:50:49;11.10;54.30;463
2023/11/29 14:51:01;11.10;54.20;459
2023/11/29 14:51:09;11.00;54.10;469
2023/11/29 14:51:19;11.00;54.00;468
2023/11/29 14:51:29;11.00;54.30;474
2023/11/29 14:51:41;11.00;54.70;468
2023/11/29 14:51:49;10.90;55.10;480
2023/11/29 14:52:02;10.90;55.40;480
2023/11/29 14:52:12;10.90;55.40;473
2023/11/29 14:52:20;10.90;55.40;481
2023/11/29 14:52:30;10.90;55.40;482
2023/11/29 14:52:42;10.90;55.50;490
2023/11/29 14:52:50;11.00;55.40;478
2023/11/29 14:53:02;10.90;55.50;504
2023/11/29 14:53:10;11.00;55.60;483
2023/11/29 14:53:20;11.00;55.50;468
2023/11/29 14:53:30;11.00;55.20;442
2023/11/29 14:53:40;11.00;54.90;466
2023/11/29 14:53:52;11.00;54.70;470
