Date;Temperature;Humidity;CO2
2023/11/29 14:07:54;14.40;45.20;475
2023/11/29 14:08:26;13.90;46.30;486
2023/11/29 14:08:37;13.90;47.00;511
2023/11/29 14:08:45;13.80;47.20;507
2023/11/29 14:08:55;13.80;47.10;496
2023/11/29 14:09:05;13.80;46.90;490
2023/11/29 14:09:17;13.80;46.80;479
2023/11/29 14:09:25;13.70;46.70;479
2023/11/29 14:09:37;13.60;46.90;475
2023/11/29 14:09:45;13.50;47.30;471
2023/11/29 14:09:55;13.50;47.60;484
2023/11/29 14:10:07;13.40;47.80;465
2023/11/29 14:10:15;13.30;47.70;485
2023/11/29 14:10:25;13.20;47.50;480
2023/11/29 14:10:35;13.20;47.50;486
2023/11/29 14:10:47;13.10;47.70;475
2023/11/29 14:10:56;13.10;48.30;467
2023/11/29 14:11:06;13.10;48.90;466
2023/11/29 14:11:19;13.00;49.20;479
2023/11/29 14:11:28;13.00;49.10;486
2023/11/29 14:11:38;13.00;48.90;481
2023/11/29 14:11:46;13.00;49.00;483
2023/11/29 14:11:58;12.90;49.10;490
2023/11/29 14:12:06;12.90;49.70;484
2023/11/29 14:12:18;12.90;50.30;474
2023/11/29 14:12:28;12.90;50.70;480
2023/11/29 14:12:38;12.90;50.40;490
2023/11/29 14:12:46;12.80;49.80;503
2023/11/29 14:12:57;12.80;49.40;490
2023/11/29 14:13:08;12.80;49.10;486
2023/11/29 14:13:17;12.80;49.10;482
2023/11/29 14:13:26;12.80;49.10;484
2023/11/29 14:13:36;12.80;49.10;487
2023/11/29 14:13:48;12.80;49.10;485
2023/11/29 14:13:56;12.90;49.10;486
2023/11/29 14:14:07;12.90;49.00;484
2023/11/29 14:14:16;13.10;48.80;477
2023/11/29 14:14:27;13.20;48.70;479
2023/11/29 14:14:39;13.40;48.70;486
2023/11/29 14:14:48;13.60;48.70;480
2023/11/29 14:14:57;13.70;48.70;483
2023/11/29 14:15:07;13.80;48.20;473
2023/11/29 14:15:18;13.80;47.80;477
2023/11/29 14:15:29;13.70;47.60;473
2023/11/29 14:15:40;13.70;47.80;466
2023/11/29 14:15:47;13.70;48.10;477
2023/11/29 14:15:57;13.70;48.40;548
2023/11/29 14:16:09;13.80;48.40;530
2023/11/29 14:16:17;13.90;48.10;485
2023/11/29 14:16:28;13.90;47.50;486
2023/11/29 14:16:38;13.90;46.90;473
2023/11/29 14:16:47;14.00;46.70;481
2023/11/29 14:16:58;14.00;46.70;481
2023/11/29 14:17:10;14.10;46.70;479
2023/11/29 14:17:29;14.20;46.40;473
2023/11/29 14:17:38;14.30;46.10;461
2023/11/29 14:17:48;14.40;45.90;483
2023/11/29 14:17:17;14.10;46.60;464
